3, Female, Maharashtra, 6635177378, 161.86 cm, 68.09 kg
27, Male, Madhya Pradesh, 6875866242, 167.73 cm, 65.78 kg
50, Male, Kerala, 8877421813, 145.62 cm, 68.98 kg
49, Female, Rajasthan, 9284222452, 148.74 cm, 70.23 kg
21, Male, Maharashtra, 6561512131, 166.44 cm, 62.29 kg
13, Male, Tripura, 6868333851, 147.1 cm, 72.48 kg
70, Female, Rajasthan, 6731372166, 155.2 cm, 76.42 kg
43, Female, Karnataka, 7515561718, 172.12 cm, 58.74 kg
17, Male, Goa, 9616846238, 174.52 cm, 68.56 kg
17, Male, Manipur, 8517432326, 158.09 cm, 65.21 kg
94, Female, Punjab, 8772454226, 177.63 cm, 75.64 kg
83, Male, Tamil Nadu, 8473723687, 166.41 cm, 66.28 kg
37, Male, Meghalaya, 8824714773, 152.15 cm, 66.64 kg
65, Female, Bihar, 7487432587, 162.27 cm, 69.86 kg
67, Female, Chhattisgarh, 7726682645, 138.69 cm, 71.93 kg
19, Male, Arunachal Pradesh, 9437568377, 148.38 cm, 65.93 kg
44, Female, Tamil Nadu, 8888771145, 170.29 cm, 72.85 kg
36, Male, Telangana, 8757542258, 174.35 cm, 73.08 kg
2, Male, Haryana, 6642746146, 158.84 cm, 69.89 kg
15, Female, Meghalaya, 9337755412, 176.78 cm, 59.48 kg
55, Male, Assam, 7627428228, 166.99 cm, 69.55 kg
94, Male, Tripura, 6687115172, 168.5 cm, 68.52 kg
89, Male, Haryana, 7412312363, 166.73 cm, 68.85 kg
1, Female, Karnataka, 6175515688, 165.63 cm, 72.37 kg
95, Female, Meghalaya, 8654887372, 175.81 cm, 72.94 kg
87, Female, Haryana, 7111855727, 150.71 cm, 78.37 kg
72, Male, Odisha, 6665156725, 169.78 cm, 74.47 kg
62, Female, Kerala, 7557765386, 160.33 cm, 71.59 kg
87, Male, Rajasthan, 8673731511, 160.62 cm, 67.41 kg
15, Female, Chhattisgarh, 7182627384, 145.7 cm, 70.92 kg
40, Female, Chhattisgarh, 6676848756, 168.45 cm, 70.92 kg
75, Female, Assam, 6428264274, 165.9 cm, 66.75 kg
68, Male, Jharkhand, 7787147262, 181.25 cm, 72.71 kg
21, Male, Haryana, 9171721544, 145.18 cm, 70.26 kg
91, Female, Haryana, 9623843486, 171.64 cm, 68.95 kg
62, Female, Punjab, 6543512261, 150.17 cm, 73.44 kg
91, Female, Bihar, 8811134262, 146.57 cm, 69.78 kg
88, Female, Kerala, 7775865462, 158.58 cm, 66.12 kg
60, Male, Andhra Pradesh, 9768785836, 172.99 cm, 71.11 kg
55, Male, Haryana, 6547843686, 159.2 cm, 75.57 kg
22, Female, Gujarat, 7157634387, 144.4 cm, 71.27 kg
44, Female, Odisha, 7622776666, 147.2 cm, 61.61 kg
47, Male, Odisha, 7833477872, 156.85 cm, 69.0 kg
57, Female, Punjab, 9643533187, 162.92 cm, 68.92 kg
72, Female, Arunachal Pradesh, 9771388576, 141.74 cm, 65.62 kg
67, Male, Telangana, 6533523642, 151.72 cm, 67.93 kg
75, Male, Telangana, 9718466121, 161.22 cm, 78.62 kg
89, Male, Telangana, 9643715777, 159.51 cm, 65.21 kg
74, Female, Kerala, 8744628773, 161.58 cm, 73.59 kg
66, Male, Madhya Pradesh, 7858672347, 176.65 cm, 67.92 kg
45, Male, Tamil Nadu, 6518322865, 161.44 cm, 62.72 kg
81, Female, Arunachal Pradesh, 6485614168, 127.36 cm, 64.47 kg
66, Female, Bihar, 6231325174, 164.84 cm, 68.13 kg
39, Male, Telangana, 9648486271, 176.94 cm, 75.24 kg
54, Female, Tripura, 7176374422, 153.75 cm, 73.21 kg
11, Male, Gujarat, 8144656278, 153.71 cm, 54.96 kg
51, Male, Tripura, 6571755668, 159.95 cm, 69.2 kg
19, Female, Punjab, 6382343762, 171.96 cm, 71.04 kg
75, Female, Andhra Pradesh, 8188364374, 159.09 cm, 70.13 kg
36, Female, Manipur, 7255186721, 155.85 cm, 60.06 kg
16, Female, Haryana, 7112763262, 153.98 cm, 63.3 kg
11, Male, Chhattisgarh, 6837844121, 169.53 cm, 71.56 kg
52, Female, Tamil Nadu, 7428163555, 166.38 cm, 72.35 kg
15, Male, West Bengal, 7287558838, 144.56 cm, 72.67 kg
68, Male, Meghalaya, 8548653624, 150.99 cm, 70.31 kg
20, Male, Goa, 8611263126, 150.94 cm, 73.59 kg
72, Male, Mizoram, 8838453471, 167.44 cm, 68.23 kg
65, Male, Rajasthan, 7214432416, 143.72 cm, 71.53 kg
50, Female, Madhya Pradesh, 7235383812, 164.83 cm, 61.86 kg
15, Male, Meghalaya, 9358227781, 162.43 cm, 72.23 kg
82, Female, Maharashtra, 8723673224, 156.65 cm, 67.47 kg
36, Male, Karnataka, 7488134563, 156.75 cm, 66.46 kg
46, Male, Madhya Pradesh, 9341482328, 150.16 cm, 76.76 kg
10, Male, West Bengal, 7818657248, 162.23 cm, 67.04 kg
49, Male, Tripura, 8367282211, 172.14 cm, 68.97 kg
25, Female, Goa, 8338655245, 173.11 cm, 80.39 kg
82, Female, Punjab, 7136413345, 148.93 cm, 75.99 kg
72, Female, Nagaland, 6348123662, 157.3 cm, 77.2 kg
6, Male, West Bengal, 6726143185, 170.4 cm, 79.32 kg
94, Female, Jharkhand, 6568878136, 151.02 cm, 70.36 kg
43, Female, Himachal Pradesh, 7214213346, 153.53 cm, 66.15 kg
88, Male, Chhattisgarh, 6758742221, 154.38 cm, 64.56 kg
77, Female, Kerala, 6488235223, 159.59 cm, 72.14 kg
83, Female, Chhattisgarh, 6686371246, 159.39 cm, 72.22 kg
88, Female, Meghalaya, 6612782753, 161.58 cm, 72.19 kg
86, Male, Arunachal Pradesh, 7256177176, 160.1 cm, 77.22 kg
84, Female, West Bengal, 7282638577, 154.42 cm, 73.1 kg
94, Male, Uttar Pradesh, 7371215448, 158.7 cm, 59.01 kg
37, Male, Assam, 9866725464, 163.57 cm, 71.0 kg
72, Male, Bihar, 7847834647, 132.0 cm, 77.3 kg
33, Female, Kerala, 8361254573, 147.28 cm, 63.23 kg
78, Female, Madhya Pradesh, 6284688474, 165.81 cm, 64.58 kg
71, Female, Telangana, 6644847354, 174.04 cm, 66.03 kg
87, Female, Telangana, 9448518582, 148.37 cm, 70.0 kg
4, Female, Gujarat, 7762235256, 168.63 cm, 65.17 kg
49, Male, Goa, 8716485812, 173.75 cm, 73.38 kg
45, Female, Mizoram, 7215335175, 181.45 cm, 72.45 kg
97, Male, Meghalaya, 8214173556, 146.93 cm, 62.23 kg
48, Female, Tamil Nadu, 9326381437, 165.29 cm, 68.16 kg
57, Female, Odisha, 7446331118, 159.54 cm, 64.83 kg
19, Male, Himachal Pradesh, 7844776545, 167.29 cm, 69.25 kg
35, Female, Odisha, 9621712244, 165.78 cm, 72.97 kg
93, Female, Madhya Pradesh, 6717317111, 173.91 cm, 65.11 kg
36, Male, Punjab, 8665148574, 144.02 cm, 74.34 kg
16, Male, Goa, 6648838513, 155.5 cm, 62.61 kg
61, Male, Tripura, 7853577626, 159.96 cm, 68.44 kg
15, Male, Mizoram, 7443525532, 178.71 cm, 80.26 kg
45, Female, Meghalaya, 6573314817, 160.64 cm, 68.64 kg
5, Male, Meghalaya, 8261172855, 162.67 cm, 57.03 kg
43, Male, Kerala, 9818666718, 140.48 cm, 68.06 kg
37, Male, Gujarat, 7678245133, 167.29 cm, 67.98 kg
57, Male, Uttarakhand, 7754853713, 163.83 cm, 63.25 kg
80, Female, Haryana, 8247154745, 160.4 cm, 68.12 kg
17, Male, Meghalaya, 8827726184, 160.65 cm, 62.85 kg
98, Female, Nagaland, 7453867314, 166.52 cm, 66.4 kg
24, Male, Uttarakhand, 8815262343, 166.86 cm, 68.77 kg
2, Male, Andhra Pradesh, 7871831444, 172.81 cm, 71.53 kg
62, Female, Telangana, 9331816445, 175.81 cm, 68.56 kg
36, Female, Maharashtra, 8173267433, 158.6 cm, 67.76 kg
40, Male, Bihar, 6538684432, 151.34 cm, 66.28 kg
68, Male, Uttarakhand, 9142535234, 163.04 cm, 71.62 kg
91, Female, Telangana, 8253358586, 150.16 cm, 72.7 kg
95, Male, Odisha, 8778166381, 161.02 cm, 68.06 kg
88, Female, Uttarakhand, 6626677466, 155.29 cm, 68.54 kg
3, Male, West Bengal, 7545425443, 169.05 cm, 65.7 kg
89, Male, Karnataka, 9711563518, 162.39 cm, 69.49 kg
21, Female, Haryana, 9676373732, 157.92 cm, 70.65 kg
88, Male, Meghalaya, 8543575557, 153.47 cm, 72.53 kg
39, Female, Meghalaya, 9215536267, 157.55 cm, 68.57 kg
91, Female, Bihar, 6726667815, 149.63 cm, 73.62 kg
35, Male, Rajasthan, 8343563513, 169.71 cm, 65.47 kg
87, Male, Mizoram, 8611123438, 141.27 cm, 66.03 kg
89, Female, Sikkim, 6285672346, 153.4 cm, 74.49 kg
54, Female, Assam, 9754281877, 168.72 cm, 64.86 kg
4, Male, Jharkhand, 6857751235, 156.68 cm, 64.66 kg
93, Female, Madhya Pradesh, 7145443465, 177.78 cm, 64.29 kg
64, Female, West Bengal, 6876822285, 180.05 cm, 73.08 kg
88, Female, Gujarat, 7245534168, 164.27 cm, 63.4 kg
78, Male, Odisha, 7766354836, 157.91 cm, 70.11 kg
40, Female, Uttarakhand, 9344235654, 182.78 cm, 65.75 kg
76, Male, Madhya Pradesh, 6385137713, 151.59 cm, 74.04 kg
48, Male, Manipur, 8744683256, 148.99 cm, 77.41 kg
84, Male, Telangana, 6843786262, 144.53 cm, 71.98 kg
45, Male, Maharashtra, 6436312577, 170.99 cm, 71.51 kg
68, Male, Punjab, 8374871623, 166.79 cm, 69.3 kg
90, Male, Madhya Pradesh, 7563475737, 156.55 cm, 67.59 kg
37, Female, Nagaland, 9754334354, 158.49 cm, 69.28 kg
76, Female, Punjab, 6386871272, 162.94 cm, 72.5 kg
98, Female, Kerala, 9665365525, 147.85 cm, 66.2 kg
64, Female, Odisha, 7783772316, 164.17 cm, 61.31 kg
33, Female, Maharashtra, 9235128136, 172.06 cm, 65.97 kg
58, Female, Manipur, 8548342654, 148.04 cm, 73.31 kg
83, Female, Bihar, 6682224421, 161.4 cm, 73.34 kg
5, Female, Sikkim, 9121154865, 175.04 cm, 64.47 kg
3, Female, Telangana, 6784474167, 147.94 cm, 71.95 kg
70, Male, Goa, 9143821826, 145.36 cm, 66.49 kg
56, Female, Bihar, 7516577878, 179.13 cm, 60.66 kg
4, Male, Himachal Pradesh, 7723538677, 162.04 cm, 76.67 kg
42, Female, Uttarakhand, 7243557726, 159.56 cm, 69.66 kg
17, Male, Odisha, 7538452873, 169.48 cm, 73.81 kg
89, Male, Madhya Pradesh, 7428477287, 150.06 cm, 67.02 kg
87, Female, Andhra Pradesh, 8377545712, 170.48 cm, 70.03 kg
71, Female, Maharashtra, 7135522463, 164.96 cm, 69.46 kg
31, Female, Assam, 6431717511, 148.89 cm, 70.07 kg
46, Female, Assam, 6758467443, 155.27 cm, 68.53 kg
79, Female, Madhya Pradesh, 9341736711, 155.31 cm, 75.6 kg
54, Female, Sikkim, 9167337131, 169.45 cm, 61.03 kg
6, Female, Kerala, 6355434585, 161.86 cm, 69.71 kg
57, Female, Uttar Pradesh, 6557585563, 169.36 cm, 70.37 kg
55, Male, West Bengal, 6661458842, 154.34 cm, 74.99 kg
31, Male, Odisha, 6314418382, 171.04 cm, 70.03 kg
95, Female, Odisha, 7838583585, 173.66 cm, 61.38 kg
53, Male, Sikkim, 8465631682, 161.58 cm, 69.1 kg
39, Male, Himachal Pradesh, 9233766227, 163.26 cm, 74.88 kg
7, Male, Himachal Pradesh, 6511147621, 158.9 cm, 71.16 kg
41, Male, Odisha, 7562584447, 144.59 cm, 77.97 kg
55, Female, Sikkim, 9624665873, 177.48 cm, 76.96 kg
41, Male, Gujarat, 9187823578, 166.9 cm, 59.75 kg
46, Male, Nagaland, 7473427715, 186.67 cm, 63.21 kg
42, Female, Rajasthan, 6717164128, 165.21 cm, 72.0 kg
42, Female, Gujarat, 8432187888, 165.42 cm, 80.24 kg
3, Male, Haryana, 7317173143, 173.23 cm, 73.55 kg
40, Male, Maharashtra, 6241313136, 174.01 cm, 71.51 kg
91, Female, Madhya Pradesh, 9851585268, 170.89 cm, 72.2 kg
93, Male, Jharkhand, 7653116564, 167.64 cm, 64.46 kg
45, Male, Kerala, 9525881361, 158.17 cm, 67.89 kg
47, Male, Sikkim, 7632353372, 166.39 cm, 61.05 kg
2, Female, Kerala, 6382786313, 169.17 cm, 80.01 kg
4, Male, Meghalaya, 9351573461, 151.88 cm, 74.07 kg
68, Female, Karnataka, 6843386731, 161.5 cm, 67.48 kg
46, Male, Nagaland, 7224277656, 162.72 cm, 74.19 kg
4, Female, Goa, 8624457578, 145.04 cm, 68.42 kg
33, Female, Bihar, 6213784234, 143.49 cm, 75.78 kg
33, Female, Uttarakhand, 6514652362, 139.07 cm, 81.59 kg
13, Male, Assam, 6732432373, 166.07 cm, 67.44 kg
92, Male, Manipur, 6827725415, 163.43 cm, 73.0 kg
12, Female, Goa, 6141621263, 149.58 cm, 66.61 kg
92, Male, Jharkhand, 9858416162, 165.54 cm, 61.11 kg
4, Female, Karnataka, 7618456383, 161.66 cm, 64.47 kg
86, Male, Uttarakhand, 7778327645, 149.07 cm, 70.69 kg
21, Female, Arunachal Pradesh, 8725517563, 152.62 cm, 75.12 kg
26, Male, Jharkhand, 9353536438, 161.83 cm, 71.64 kg
14, Male, Punjab, 8653462635, 149.34 cm, 72.53 kg
79, Male, Telangana, 8613613757, 163.22 cm, 68.04 kg
80, Male, Gujarat, 6741642823, 148.08 cm, 65.11 kg
46, Male, Rajasthan, 6154366546, 158.27 cm, 71.95 kg
83, Female, Manipur, 8678527673, 148.56 cm, 67.29 kg
64, Female, Andhra Pradesh, 6567874684, 157.55 cm, 77.97 kg
88, Female, Rajasthan, 8114423845, 191.16 cm, 79.1 kg
54, Female, Rajasthan, 8421717733, 148.25 cm, 65.13 kg
13, Female, Madhya Pradesh, 6522536551, 135.71 cm, 67.37 kg
57, Female, Tamil Nadu, 9887738246, 154.03 cm, 79.37 kg
96, Female, Mizoram, 6862342536, 160.82 cm, 69.2 kg
85, Male, Telangana, 9355322615, 167.81 cm, 64.93 kg
70, Male, Manipur, 6846324313, 155.11 cm, 72.11 kg
94, Male, Madhya Pradesh, 6543615683, 170.81 cm, 74.84 kg
37, Female, Nagaland, 7365226274, 169.83 cm, 67.41 kg
19, Male, West Bengal, 6228684252, 163.27 cm, 71.7 kg
1, Female, Rajasthan, 6334524451, 179.02 cm, 69.61 kg
43, Male, Goa, 7387846515, 146.78 cm, 60.28 kg
62, Male, Punjab, 8314834734, 155.08 cm, 66.28 kg
87, Male, Haryana, 9481754122, 172.03 cm, 74.83 kg
32, Male, Telangana, 7617345214, 157.35 cm, 81.91 kg
57, Male, Nagaland, 6658182342, 164.12 cm, 72.23 kg
11, Male, Madhya Pradesh, 6767634181, 163.1 cm, 65.96 kg
24, Male, Mizoram, 7375683484, 152.08 cm, 73.17 kg
44, Male, West Bengal, 6884466466, 150.22 cm, 68.8 kg
43, Male, Bihar, 8482633187, 162.74 cm, 72.54 kg
21, Male, Mizoram, 7564747286, 165.26 cm, 68.44 kg
92, Female, Rajasthan, 8723831262, 150.78 cm, 60.12 kg
35, Male, Andhra Pradesh, 8224278566, 161.52 cm, 75.8 kg
88, Male, Haryana, 6514813313, 151.19 cm, 73.19 kg
11, Female, Jharkhand, 7848226355, 163.02 cm, 72.19 kg
21, Male, Uttar Pradesh, 9816835441, 176.7 cm, 70.16 kg
96, Female, Madhya Pradesh, 6782657468, 160.73 cm, 68.58 kg
56, Male, Tamil Nadu, 8665343272, 151.19 cm, 73.98 kg
44, Female, Andhra Pradesh, 9333266764, 187.31 cm, 63.28 kg
31, Male, Mizoram, 7784633581, 166.48 cm, 66.29 kg
79, Male, Nagaland, 6475737668, 158.5 cm, 71.45 kg
62, Female, Mizoram, 9171187735, 166.14 cm, 62.87 kg
98, Female, West Bengal, 7168268878, 152.68 cm, 58.64 kg
4, Male, Nagaland, 9174568441, 148.53 cm, 75.4 kg
9, Female, Bihar, 8323437547, 143.91 cm, 79.21 kg
25, Male, Tripura, 8544842678, 155.17 cm, 74.0 kg
49, Female, Odisha, 8283643388, 156.23 cm, 74.73 kg
91, Female, Chhattisgarh, 8742842342, 163.31 cm, 67.0 kg
44, Male, Jharkhand, 8238374761, 170.01 cm, 66.73 kg
77, Male, Arunachal Pradesh, 9547682376, 152.11 cm, 65.42 kg
80, Male, Bihar, 8853321321, 149.1 cm, 75.25 kg
77, Female, Rajasthan, 7336713138, 136.0 cm, 70.79 kg
83, Female, Jharkhand, 6276436417, 156.72 cm, 59.76 kg
89, Male, Andhra Pradesh, 9833131413, 161.5 cm, 71.69 kg
54, Female, Haryana, 6663843837, 159.21 cm, 69.74 kg
87, Female, Manipur, 6717776385, 165.47 cm, 72.01 kg
71, Male, Haryana, 9425667533, 143.0 cm, 72.51 kg
19, Male, Himachal Pradesh, 7388655546, 163.16 cm, 61.43 kg
89, Male, Tripura, 6132828328, 150.16 cm, 65.83 kg
70, Male, Chhattisgarh, 7521223274, 182.67 cm, 69.4 kg
60, Male, Chhattisgarh, 6314234626, 155.76 cm, 78.21 kg
62, Female, Kerala, 8258167348, 162.62 cm, 78.33 kg
76, Female, Odisha, 6186167618, 158.16 cm, 63.41 kg
57, Male, Nagaland, 6833263587, 150.58 cm, 61.41 kg
60, Female, Arunachal Pradesh, 7871258247, 154.45 cm, 77.37 kg
86, Male, Andhra Pradesh, 6354711238, 157.86 cm, 60.0 kg
53, Male, Nagaland, 8453755538, 163.33 cm, 78.83 kg
28, Male, Kerala, 8757355764, 145.66 cm, 65.15 kg
45, Female, Haryana, 7765861531, 149.69 cm, 73.87 kg
96, Female, Uttarakhand, 9712153654, 165.04 cm, 68.11 kg
13, Male, Maharashtra, 8132533634, 168.29 cm, 67.13 kg
74, Female, Punjab, 6367176188, 159.53 cm, 70.91 kg
66, Male, Himachal Pradesh, 9274773437, 152.86 cm, 66.8 kg
77, Female, Kerala, 8321233512, 142.84 cm, 65.48 kg
30, Female, Nagaland, 9674841858, 150.8 cm, 65.47 kg
23, Female, Haryana, 7212353722, 156.65 cm, 76.17 kg
65, Female, Telangana, 8324148475, 146.1 cm, 71.12 kg
24, Male, Arunachal Pradesh, 8383628552, 154.82 cm, 75.82 kg
73, Female, Karnataka, 7463483557, 168.64 cm, 68.34 kg
73, Female, Tripura, 8548636514, 149.64 cm, 68.13 kg
38, Male, Assam, 7351371366, 154.52 cm, 80.67 kg
28, Female, Arunachal Pradesh, 6231548711, 157.49 cm, 64.3 kg
53, Male, Assam, 9318738857, 161.62 cm, 68.51 kg
14, Female, Uttarakhand, 9584718151, 160.55 cm, 73.32 kg
2, Female, Nagaland, 6423218622, 161.37 cm, 77.19 kg
37, Female, Madhya Pradesh, 6174857324, 147.31 cm, 73.68 kg
89, Male, Jharkhand, 8337158246, 170.06 cm, 74.32 kg
80, Female, Odisha, 6158347375, 156.06 cm, 67.39 kg
10, Female, Uttarakhand, 6754617348, 169.31 cm, 74.34 kg
1, Female, West Bengal, 6445257373, 173.97 cm, 67.09 kg
3, Male, Assam, 8141566778, 151.36 cm, 64.75 kg
11, Female, Andhra Pradesh, 9648544676, 155.27 cm, 74.31 kg
32, Male, Odisha, 6142137444, 146.41 cm, 70.47 kg
60, Female, Haryana, 7721553334, 168.6 cm, 71.61 kg
37, Female, Meghalaya, 8434886285, 145.07 cm, 66.63 kg
81, Female, Chhattisgarh, 8312176264, 151.12 cm, 73.03 kg
50, Female, Maharashtra, 6242266148, 159.08 cm, 62.69 kg
26, Female, Assam, 7414376532, 151.3 cm, 75.54 kg
33, Male, Kerala, 7527845516, 159.43 cm, 76.05 kg
93, Female, Punjab, 6248867243, 138.38 cm, 78.35 kg
91, Male, Jharkhand, 8754576445, 150.26 cm, 69.55 kg
30, Female, Meghalaya, 9715363665, 147.16 cm, 73.88 kg
20, Male, Bihar, 8474127356, 163.24 cm, 72.92 kg
20, Female, Mizoram, 7623833313, 170.68 cm, 71.03 kg
14, Male, Goa, 7888732743, 147.0 cm, 68.42 kg
26, Male, Andhra Pradesh, 6346443331, 157.06 cm, 66.86 kg
26, Female, Tripura, 6437172365, 160.76 cm, 58.68 kg
34, Male, Madhya Pradesh, 6718231835, 157.86 cm, 74.6 kg
28, Female, Mizoram, 9137653273, 162.4 cm, 71.43 kg
39, Female, Jharkhand, 6387735478, 166.72 cm, 72.41 kg
81, Male, Punjab, 7178538448, 162.1 cm, 66.68 kg
73, Female, Assam, 8441448153, 144.73 cm, 75.37 kg
47, Female, Gujarat, 9285333638, 150.34 cm, 71.71 kg
62, Female, Gujarat, 8547454363, 156.25 cm, 74.37 kg
80, Female, Himachal Pradesh, 9573285182, 155.82 cm, 74.68 kg
55, Male, Sikkim, 8752375148, 176.25 cm, 70.5 kg
30, Female, Manipur, 8174764144, 150.14 cm, 70.47 kg
30, Female, Haryana, 8141337174, 139.15 cm, 66.71 kg
25, Female, Tamil Nadu, 6458752713, 151.84 cm, 68.73 kg
32, Female, Andhra Pradesh, 6573178626, 158.54 cm, 65.61 kg
89, Female, Andhra Pradesh, 9375875771, 164.32 cm, 67.69 kg
58, Male, Sikkim, 9575218282, 158.0 cm, 69.59 kg
42, Male, Uttarakhand, 6365645538, 174.35 cm, 59.78 kg
30, Female, Madhya Pradesh, 9151364377, 177.61 cm, 69.23 kg
85, Male, Goa, 7436485121, 164.23 cm, 74.68 kg
15, Female, Kerala, 6655677468, 155.79 cm, 71.99 kg
54, Female, Uttar Pradesh, 7365655388, 167.7 cm, 67.98 kg
36, Male, Telangana, 9743714222, 153.85 cm, 77.86 kg
39, Female, Tripura, 7175754158, 153.74 cm, 59.81 kg
82, Male, Himachal Pradesh, 9818267312, 157.21 cm, 59.76 kg
61, Female, Haryana, 8151786261, 154.29 cm, 61.93 kg
27, Male, Manipur, 7758245726, 161.55 cm, 68.2 kg
85, Female, Andhra Pradesh, 8666612625, 170.85 cm, 67.41 kg
10, Female, Karnataka, 9322238562, 138.21 cm, 68.38 kg
39, Female, Odisha, 6568246154, 154.22 cm, 70.58 kg
93, Male, Kerala, 7674422814, 167.58 cm, 77.58 kg
16, Male, Gujarat, 8832276828, 160.89 cm, 69.82 kg
34, Male, Maharashtra, 7881544512, 148.6 cm, 72.11 kg
15, Female, Haryana, 6343716268, 141.87 cm, 60.21 kg
55, Female, Jharkhand, 9631267161, 158.76 cm, 71.31 kg
88, Female, Meghalaya, 8636656538, 149.7 cm, 67.6 kg
8, Male, Tamil Nadu, 8375462884, 177.35 cm, 68.4 kg
49, Female, Tamil Nadu, 9716252447, 171.03 cm, 75.09 kg
49, Female, Kerala, 8433478885, 161.29 cm, 77.11 kg
79, Male, Tripura, 6264614531, 156.33 cm, 64.42 kg
59, Female, Goa, 6467132734, 150.54 cm, 75.49 kg
76, Female, Uttar Pradesh, 7776533742, 156.15 cm, 68.42 kg
57, Male, Gujarat, 7235882511, 160.43 cm, 68.96 kg
8, Male, Tamil Nadu, 9334674443, 161.45 cm, 68.18 kg
17, Male, Goa, 9535371847, 167.65 cm, 75.25 kg
92, Male, Uttarakhand, 6547148484, 190.17 cm, 57.36 kg
3, Male, Haryana, 8465676757, 146.74 cm, 62.5 kg
22, Male, Sikkim, 7278387825, 180.43 cm, 67.01 kg
96, Female, West Bengal, 8522318254, 145.62 cm, 67.94 kg
79, Female, Jharkhand, 9468377735, 161.47 cm, 71.9 kg
3, Male, Chhattisgarh, 7861244117, 165.12 cm, 76.62 kg
89, Male, Tripura, 6461746184, 148.14 cm, 68.21 kg
70, Male, Assam, 9412165514, 157.11 cm, 62.11 kg
45, Male, Assam, 7727236588, 177.26 cm, 71.13 kg
6, Female, Nagaland, 7121474186, 164.92 cm, 62.45 kg
20, Female, Chhattisgarh, 9754653486, 165.71 cm, 72.23 kg
79, Female, Madhya Pradesh, 8718736578, 143.75 cm, 65.38 kg
87, Female, Sikkim, 8868567563, 172.03 cm, 76.18 kg
14, Female, Tripura, 7151785317, 152.79 cm, 70.65 kg
21, Male, Maharashtra, 9266284562, 163.92 cm, 61.45 kg
50, Male, Telangana, 7845514234, 154.78 cm, 65.43 kg
89, Female, Gujarat, 7174438417, 166.48 cm, 64.23 kg
6, Male, Jharkhand, 6165764136, 173.89 cm, 69.72 kg
68, Female, Assam, 7384434368, 167.25 cm, 70.34 kg
62, Male, Uttarakhand, 7533578263, 157.06 cm, 67.7 kg
90, Male, Gujarat, 6327324511, 158.75 cm, 69.62 kg
80, Female, Kerala, 9382126531, 156.11 cm, 63.44 kg
54, Female, Odisha, 6868617533, 148.16 cm, 75.15 kg
51, Male, Uttar Pradesh, 6784432653, 166.55 cm, 63.11 kg
95, Female, Telangana, 9386383272, 171.01 cm, 67.82 kg
94, Female, Rajasthan, 9767337557, 149.97 cm, 72.26 kg
41, Male, Odisha, 9154745121, 155.45 cm, 70.14 kg
90, Male, Odisha, 6226781454, 166.76 cm, 69.43 kg
76, Female, Nagaland, 9236854624, 168.65 cm, 72.76 kg
33, Male, Haryana, 9688513677, 171.69 cm, 63.51 kg
10, Female, Mizoram, 9845423585, 168.5 cm, 60.17 kg
24, Female, Uttarakhand, 7716113265, 178.52 cm, 73.44 kg
76, Female, Andhra Pradesh, 9731766135, 169.27 cm, 75.03 kg
71, Female, Bihar, 6611335618, 153.86 cm, 75.81 kg
42, Male, Himachal Pradesh, 8557376324, 184.83 cm, 73.71 kg
99, Female, Chhattisgarh, 8857283223, 166.64 cm, 71.65 kg
6, Female, Andhra Pradesh, 9457657372, 147.58 cm, 68.86 kg
67, Male, Maharashtra, 7356686553, 139.32 cm, 77.02 kg
69, Male, Jharkhand, 7355572532, 155.5 cm, 70.23 kg
95, Female, Odisha, 7518628157, 175.77 cm, 66.94 kg
20, Female, Karnataka, 8224177856, 163.51 cm, 75.68 kg
35, Female, Nagaland, 6768435327, 159.36 cm, 73.29 kg
28, Male, Jharkhand, 9845557155, 168.69 cm, 68.71 kg
81, Male, Goa, 7113343774, 157.19 cm, 68.71 kg
82, Male, Goa, 6535781664, 141.96 cm, 74.98 kg
83, Male, Chhattisgarh, 7556767468, 157.26 cm, 63.75 kg
1, Male, Assam, 8761343144, 168.73 cm, 66.91 kg
1, Female, Sikkim, 6241813613, 166.58 cm, 68.06 kg
56, Female, Andhra Pradesh, 9167378317, 171.84 cm, 69.84 kg
81, Female, Sikkim, 7211224135, 160.95 cm, 75.98 kg
18, Female, Arunachal Pradesh, 8854655765, 168.37 cm, 76.87 kg
20, Male, Sikkim, 8573331316, 171.39 cm, 67.3 kg
95, Female, Manipur, 7487352517, 133.67 cm, 72.01 kg
48, Female, Uttar Pradesh, 8753375815, 154.63 cm, 69.9 kg
41, Male, Karnataka, 7744421366, 162.43 cm, 74.36 kg
70, Male, Assam, 6342878553, 151.27 cm, 63.33 kg
82, Female, Odisha, 7158571333, 162.2 cm, 77.92 kg
77, Female, Andhra Pradesh, 8481758714, 160.81 cm, 65.55 kg
26, Male, Uttar Pradesh, 8737411812, 148.97 cm, 62.69 kg
16, Female, Haryana, 7565355826, 154.72 cm, 82.57 kg
56, Female, Madhya Pradesh, 6615613771, 133.72 cm, 67.84 kg
69, Male, Telangana, 8168282855, 173.79 cm, 77.76 kg
49, Female, Arunachal Pradesh, 8178186751, 162.52 cm, 63.84 kg
26, Female, Telangana, 9256265473, 151.8 cm, 72.29 kg
43, Female, Jharkhand, 8153734172, 161.6 cm, 70.06 kg
51, Female, Uttar Pradesh, 7137265433, 159.78 cm, 82.29 kg
4, Male, Uttar Pradesh, 8182354624, 151.57 cm, 71.97 kg
79, Female, Jharkhand, 9353512356, 151.31 cm, 78.04 kg
